File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
03024551	 24551	  0	  12	  271.55	  1451500	 0.11947	 0.031269 
03024561	 24561	  0	  12	  276.03	  1451500	 0.11917	 0.031898 
03024571	 24571	  0	  12	  274.52	  1449600	 0.11917	 0.031707 
03024581	 24581	  0	  12	  292.46	  1448400	 0.11917	 0.033768 
03024591	 24591	  0	  12	  299.01	  1447800	 0.11917	 0.034519 
03024601	 24601	  0	  12	  304.41	  1446600	 0.11917	 0.035131 
03024611	 24611	  1	  20	  49.353	  1484200	 0.1203	 0.0056774 
03024621	 24621	  0	  20	  97.909	  1481600	 0.1203	 0.011256 
03024631	 24631	  0	  20	  219.84	  1479700	 0.1203	 0.02526 
03024641	 24641	  1	  19	  301.62	  1478500	 0.1203	 0.034645 
03024651	 24651	  1	  20	  327.01	  1477200	 0.1203	 0.037549 
03024661	 24661	  1	  19	  344.92	  1471500	 0.11968	 0.039831 
03024671	 24671	  0	  20	  350.52	  1468900	 0.11968	 0.040451 
03024681	 24681	  0	  20	  374.03	  1467700	 0.11968	 0.04315 
03024691	 24691	  0	  20	  363.95	  1466400	 0.11968	 0.041973 
03024701	 24701	  0	  20	  372.91	  1465800	 0.11968	 0.042999 
03024711	 24711	  0	  30	  49.504	  1470100	 0.12029	 0.0056748 
03024721	 24721	  0	  30	  100.2	  1466400	 0.12029	 0.011475 
03024731	 24731	  0	  30	  200.35	  1464500	 0.12029	 0.022933 
03024741	 24741	  0	  30	  325.26	  1463900	 0.12029	 0.037224 
03024751	 24751	  0	  30	  375.93	  1463300	 0.12029	 0.043016 
03024761	 24761	  0	  30	  395.61	  1449400	 0.11895	 0.045807 
03024771	 24771	  0	  30	  422.48	  1447000	 0.11895	 0.048886 
03024781	 24781	  0	  30	  430.56	  1446400	 0.11895	 0.049812 
03024791	 24791	  0	  30	  443.6	  1445200	 0.11895	 0.051304 
03024801	 24801	  0	  30	  455.47	  1443300	 0.11895	 0.052651 
03024861	 24861	  0	  12	  286.49	  399910	 0.03225	 0.12319 
03024871	 24871	  0	  20	  361.71	  400430	 0.03225	 0.15561 
03024881	 24881	  0	  30	  447.53	  400430	 0.03225	 0.19253 
03024891	 24891	  0	  4	  147.44	  400770	 0.03225	 0.063452 
03024901	 24901	  0	  8	  237.94	  400770	 0.03225	 0.1024 
03024911	 24911	  0	  4	  154.12	  617730	 0.049708	 0.043032 
03024921	 24921	  0	  8	  241.55	  617990	 0.049708	 0.067454 
03024931	 24931	  0	  12	  290.09	  617990	 0.049708	 0.081009 
03024941	 24941	  0	  20	  377.56	  618260	 0.049708	 0.10545 
03024951	 24951	  0	  30	  442.17	  617990	 0.049708	 0.12348 
03024961	 24961	  0	  4	  158.64	  693880	 0.05576	 0.039572 
03024971	 24971	  0	  8	  232.56	  694190	 0.05576	 0.058021 
03024981	 24981	  0	  12	  281.12	  694190	 0.05576	 0.070137 
03024991	 24991	  0	  20	  357.24	  694490	 0.05576	 0.089143 
03025001	 25001	  0	  30	  438.6	  694490	 0.05576	 0.10944 
03025011	 25011	  0	  4	  120.63	  852850	 0.068446	 0.024526 
03025021	 25021	  0	  8	  245.13	  852850	 0.068446	 0.04984 
03025031	 25031	  0	  12	  288.27	  852850	 0.068446	 0.058611 
03025041	 25041	  0	  20	  368.61	  852850	 0.068446	 0.074945 
03025051	 25051	  0	  30	  439.59	  853220	 0.068446	 0.089392 
03025061	 25061	  0	  4	  131.8	  963890	 0.07729	 0.023739 
03025071	 25071	  0	  8	  254.09	  963480	 0.07729	 0.045757 
03025081	 25081	  0	  12	  291.86	  963480	 0.07729	 0.052559 
03025091	 25091	  0	  20	  364.77	  963480	 0.07729	 0.065689 
03025101	 25101	  0	  30	  448.51	  963060	 0.07729	 0.080755 
03025111	 25111	  0	  4	  107.23	  1191400	 0.095535	 0.015625 
03025121	 25121	  0	  8	  246.02	  1189900	 0.095535	 0.035831 
03025131	 25131	  0	  12	  290.06	  1189400	 0.095535	 0.042238 
03025141	 25141	  0	  20	  370.67	  1188900	 0.095535	 0.053967 
03025151	 25151	  0	  30	  452.49	  1188300	 0.095535	 0.065868 
03025161	 25161	  0	  4	  137.59	  1315400	 0.10611	 0.018008 
03025171	 25171	  0	  8	  232.6	  1315400	 0.10611	 0.030443 
03025181	 25181	  0	  12	  293.64	  1314200	 0.10611	 0.038419 
03025191	 25191	  0	  20	  371.17	  1313700	 0.10611	 0.048554 
03025201	 25201	  0	  30	  452.48	  1313100	 0.10611	 0.059181 
03026081	 26081	  -5	  40	  49.523	  975910	 0.079224	 0.0086236 
03026091	 26091	  -5	  41	  98.888	  975490	 0.079224	 0.017217 
03026101	 26101	  -5	  39	  198.28	  975490	 0.079224	 0.034522 
03026111	 26111	  -5	  39	  287.49	  975490	 0.079224	 0.050053 
03026121	 26121	  -5	  40	  366.54	  975490	 0.079224	 0.063816 
03026131	 26131	  -5	  40	  427.04	  975490	 0.079224	 0.07435 
03125691	 125690	  -5	  40	  49.642	  1449000	 0.12081	 0.0056511 
03125701	 125700	  -5	  40	  98.878	  1444800	 0.12081	 0.011243 
03125711	 125710	  -5	  40	  198.58	  1442300	 0.12081	 0.022565 
03125721	 125720	  -5	  40	  291.41	  1441100	 0.12081	 0.033102 
03125731	 125730	  -5	  39	  367.11	  1439900	 0.12081	 0.041688 
