File name	 Run No	  Starting AoA (deg)	  Arc (deg)	  Linear Pitch-Rate (deg/s)	  Reynolds No.	 Mach No.	 Reduced Pitch-Rate 
12030651	 30651	  28	  -39	  -425.25	  812960	 0.13102	 -0.022519 
12030661	 30661	  26	  -37	  -433.32	  809060	 0.13017	 -0.023112 
12030671	 30671	  24	  -35	  -448.33	  806270	 0.13017	 -0.023881 
12030681	 30681	  22	  -33	  -445.18	  804540	 0.13017	 -0.023693 
12030691	 30691	  20	  -31	  -453.7	  803170	 0.13017	 -0.02413 
12030791	 30791	  18	  -29	  -445.46	  822490	 0.12994	 -0.023846 
12030801	 30801	  17	  -27	  -430.85	  819650	 0.12994	 -0.023033 
12030811	 30811	  15	  -25	  -426.35	  816270	 0.1299	 -0.022764 
12030821	 30821	  13	  -23	  -410.65	  816130	 0.12994	 -0.021916 
12031451	 31451	  30	  -40	  -21.735	  706900	 0.10951	 -0.0013854 
12031461	 31461	  30	  -40	  -26.713	  717210	 0.11115	 -0.0016774 
12031471	 31471	  30	  -40	  -38.038	  707360	 0.1103	 -0.0024011 
12031481	 31481	  30	  -40	  -53.006	  699240	 0.10937	 -0.0033706 
12031491	 31491	  30	  -40	  -75.581	  716960	 0.11243	 -0.0046704 
12031501	 31501	  30	  -40	  -103.72	  704720	 0.11075	 -0.006501 
12031511	 31511	  30	  -40	  -123.93	  706030	 0.1112	 -0.0077302 
12031521	 31521	  30	  -40	  -153.71	  707760	 0.11166	 -0.0095414 
12031531	 31531	  30	  -40	  -186.09	  702580	 0.11108	 -0.011602 
12031541	 31541	  30	  -40	  -230.37	  717180	 0.11363	 -0.014028 
12031551	 31551	  30	  -40	  -276.53	  691120	 0.10964	 -0.017443 
12031561	 31561	  30	  -41	  -302.06	  696330	 0.11042	 -0.018922 
12031571	 31571	  30	  -40	  -342.53	  696470	 0.11068	 -0.021389 
12031581	 31581	  30	  -40	  -379.51	  667820	 0.10243	 -0.02596 
12031591	 31591	  30	  -39	  -409.71	  669150	 0.103	 -0.027833 
12031601	 31601	  30	  -39	  -447.87	  663420	 0.10239	 -0.030577 
12031611	 31611	  30	  -40	  -476.76	  668070	 0.10338	 -0.032205 
12031621	 31621	  30	  -39	  -507.61	  670540	 0.10394	 -0.03408 
12031631	 31631	  30	  -39	  -549.47	  671380	 0.1043	 -0.036732 
12031641	 31641	  30	  -40	  -595.04	  674850	 0.10511	 -0.039431 
12031651	 31651	  30	  -39	  -645.41	  666540	 0.104	 -0.043198 
12031851	 31851	  30	  -40	  -231.44	  914130	 0.14869	 -0.010834 
12031861	 31861	  30	  -40	  -272.22	  912430	 0.14976	 -0.012607 
12031871	 31871	  30	  -40	  -311.35	  895140	 0.14781	 -0.014576 
12031881	 31881	  30	  -40	  -344.62	  882850	 0.14659	 -0.016232 
12031891	 31891	  30	  -40	  -379.18	  872560	 0.14544	 -0.017975 
12031901	 31901	  30	  -40	  -411.28	  881980	 0.14763	 -0.019175 
12031911	 31911	  30	  -40	  -419.95	  864070	 0.14512	 -0.019891 
12031921	 31921	  30	  -40	  -478.08	  878360	 0.14642	 -0.022508 
12031931	 31931	  30	  -40	  -510.49	  889280	 0.14924	 -0.023516 
12031941	 31941	  30	  -40	  -558.83	  868980	 0.14645	 -0.02619 
12031951	 31951	  30	  -40	  -607.65	  877770	 0.14831	 -0.028095 
12031961	 31961	  30	  -40	  -654.93	  865040	 0.14664	 -0.030584 
12832111	 832110	  30	  -40	  -232.79	  749830	 0.12088	 -0.013438 
12832121	 832120	  30	  -40	  -273.41	  765600	 0.12375	 -0.015402 
12832131	 832130	  30	  -40	  -309.15	  755470	 0.12232	 -0.017606 
12832141	 832140	  30	  -40	  -341.85	  744480	 0.12081	 -0.019696 
12832151	 832150	  30	  -40	  -377.17	  752420	 0.12231	 -0.02145 
12832161	 832160	  30	  -40	  -412.35	  735190	 0.11966	 -0.023957 
12832171	 832170	  30	  -40	  -440.53	  746270	 0.12167	 -0.025154 
12832181	 832180	  30	  -40	  -473.23	  740150	 0.12078	 -0.027212 
12832191	 832190	  30	  -40	  -506.67	  757610	 0.12374	 -0.028429 
12832201	 832200	  30	  -40	  -559.16	  738860	 0.12088	 -0.032094 
12832211	 832210	  30	  -40	  -606.39	  732290	 0.11991	 -0.035075 
12832221	 832220	  30	  -40	  -658.91	  738300	 0.1211	 -0.037712 
12832351	 832350	  30	  -40	  -229.89	  895180	 0.14672	 -0.01078 
12832361	 832360	  30	  -41	  -273.28	  891410	 0.14665	 -0.012801 
12832371	 832370	  30	  -41	  -312.83	  874470	 0.14435	 -0.014867 
12832381	 832380	  30	  -41	  -345.07	  886510	 0.14671	 -0.01612 
12832391	 832390	  30	  -41	  -346.17	  882750	 0.14627	 -0.016212 
12832401	 832400	  30	  -40	  -394.76	  882170	 0.14654	 -0.018436 
12832411	 832410	  30	  -40	  -444.96	  880330	 0.14654	 -0.020763 
12832421	 832420	  30	  -40	  -477.92	  879180	 0.14671	 -0.022253 
12832431	 832430	  30	  -40	  -509.29	  864390	 0.14472	 -0.024008 
12832441	 832440	  30	  -40	  -562.18	  891190	 0.1494	 -0.02566 
12832451	 832450	  30	  -40	  -613.98	  869940	 0.14607	 -0.028643 
12832461	 832460	  30	  -40	  -661.89	  867820	 0.14608	 -0.030847 
