S809   Clean
          
Run 119
Uncorrected data: vel=98.9 ft/s  Re=0.99 mill  AOA=-0.03  Cl=0.090  Cdp=0.00100  Cm=-0.0343
Corrected data:   vel=99.7 ft/s  Re=1.00 mill  AOA=0.0  Cl=0.080  Cdp=0.00100  Cm=-0.0333
DRAG COEFFICIENT BY MOMENTUM  =       0.0089
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, 0.976, 0.000, 0.976
0.004, 0.591, 0.004, 0.574
0.009, 0.398, 0.009, 0.440
0.014, 0.222, 0.015, 0.312
0.019, 0.094, 0.023, 0.217
0.025, 0.015, 0.030, 0.158
0.032, -0.078, 0.037, 0.102
0.039, -0.127, 0.056, -0.024
0.045, -0.181, 0.088, -0.141
0.065, -0.275, 0.128, -0.312
0.101, -0.415, 0.171, -0.442
0.144, -0.484, 0.214, -0.576
0.189, -0.567, 0.255, -0.676
0.234, -0.623, 0.294, -0.812
0.278, -0.676, 0.332, -0.874
0.319, -0.676, 0.367, -0.917
0.356, -0.703, 0.398, -0.888
0.389, -0.735, 0.425, -0.841
0.420, -0.755, 0.450, -0.771
0.452, -0.740, 0.474, -0.760
0.488, -0.688, 0.502, -0.720
0.529, -0.633, 0.535, -0.351
0.575, -0.367, 0.574, -0.251
0.630, -0.251, 0.620, -0.137
0.687, -0.185, 0.672, -0.016
0.740, -0.116, 0.728, 0.075
0.797, -0.045, 0.792, 0.153
0.855, -0.012, 0.852, 0.224
0.910, 0.056, 0.907, 0.241
0.967, 0.143, 0.965, 0.238
1.002, 0.203, 1.002, 0.203
         
Wake data, 120 data points
11.8400, 0.08800
11.9090, 0.08800
11.9940, 0.08800
12.0660, 0.08800
12.1340, 0.08900
12.2140, 0.08800
12.2860, 0.08900
12.3600, 0.08900
12.4360, 0.08900
12.5130, 0.08900
12.5850, 0.08800
12.6600, 0.08800
12.7400, 0.08800
12.8180, 0.08800
12.8900, 0.08700
12.9750, 0.08700
13.0520, 0.08400
13.1260, 0.08400
13.2030, 0.08200
13.2750, 0.08200
13.3540, 0.08000
13.4260, 0.07800
13.5050, 0.07700
13.5890, 0.07600
13.6920, 0.07400
13.7360, 0.07500
13.8130, 0.07400
13.8850, 0.07500
13.9570, 0.07700
14.0300, 0.07800
14.1100, 0.08000
14.1850, 0.08200
14.2590, 0.08300
14.3360, 0.08500
14.4070, 0.08600
14.4870, 0.08700
14.5610, 0.08700
14.6320, 0.08800
14.7040, 0.08800
14.7700, 0.08800
14.8420, 0.08800
14.9200, 0.08800
14.9970, 0.08800
15.0780, 0.08800
15.1550, 0.08800
15.2210, 0.08800
15.3000, 0.08800
15.3750, 0.08800
15.4540, 0.08800
15.5250, 0.08800
15.6020, 0.08800
15.6720, 0.08800
15.7490, 0.08700
15.8220, 0.08800
15.9070, 0.08700
15.9840, 0.08800
16.0610, 0.08800
16.1320, 0.08800
16.2090, 0.08800
16.2840, 0.08800
16.3640, 0.08800
16.4410, 0.08800
16.5200, 0.08800
16.5840, 0.08800
16.6650, 0.08800
16.7430, 0.08800
16.8150, 0.08800
---------
         
Run 121
Uncorrected data: vel=97.2 ft/s  Re=0.98 mill  AOA=-3.98  Cl=-0.420  Cdp=0.00040  Cm=-0.0225
Corrected data:   vel=97.9 ft/s  Re=0.99 mill  AOA=-4.1  Cl=-0.400  Cdp=0.00040  Cm=-0.0245
DRAG COEFFICIENT BY MOMENTUM  =       0.0127
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, 0.195, 0.000, 0.195
0.004, 0.969, 0.004, -1.004
0.009, 0.963, 0.009, -0.900
0.014, 0.878, 0.015, -0.803
0.019, 0.783, 0.023, -0.748
0.025, 0.691, 0.030, -0.728
0.032, 0.603, 0.037, -0.713
0.039, 0.517, 0.056, -0.716
0.045, 0.440, 0.088, -0.746
0.065, 0.313, 0.128, -0.853
0.101, 0.110, 0.171, -0.931
0.144, -0.023, 0.214, -1.024
0.189, -0.153, 0.255, -1.108
0.234, -0.249, 0.294, -1.199
0.278, -0.326, 0.332, -1.245
0.319, -0.366, 0.367, -1.238
0.356, -0.399, 0.398, -1.181
0.389, -0.448, 0.425, -1.128
0.420, -0.497, 0.450, -1.091
0.452, -0.513, 0.474, -1.067
0.488, -0.466, 0.502, -0.746
0.529, -0.404, 0.535, -0.511
0.575, -0.393, 0.574, -0.379
0.630, -0.120, 0.620, -0.244
0.687, -0.071, 0.672, -0.107
0.740, -0.035, 0.728, 0.013
0.797, 0.012, 0.792, 0.099
0.855, 0.049, 0.852, 0.184
0.910, 0.077, 0.907, 0.212
0.967, 0.146, 0.965, 0.223
1.002, 0.204, 1.002, 0.204
         
Wake data, 120 data points
Wake pos (in), Wake Q
7.7920, 0.08600
7.8700, 0.08600
7.9460, 0.08600
8.0210, 0.08600
8.0930, 0.08600
8.1690, 0.08600
8.2430, 0.08600
8.3180, 0.08600
8.3950, 0.08600
8.4660, 0.08600
8.5420, 0.08600
8.6170, 0.08600
8.6890, 0.08600
8.7660, 0.08600
8.8440, 0.08600
8.9140, 0.08600
8.9900, 0.08600
9.0670, 0.08600
9.1420, 0.08600
9.2110, 0.08600
9.2820, 0.08600
9.3540, 0.08600
9.4250, 0.08600
9.5040, 0.08600
9.5730, 0.08600
9.6560, 0.08600
9.7220, 0.08600
9.8020, 0.08600
9.8760, 0.08600
9.9470, 0.08600
10.0240, 0.08600
10.0900, 0.08600
10.1690, 0.08600
10.2410, 0.08600
10.3170, 0.08600
10.3840, 0.08600
10.4660, 0.08600
10.5440, 0.08600
10.6180, 0.08600
10.6970, 0.08600
10.7720, 0.08600
10.8480, 0.08600
10.9230, 0.08600
10.9990, 0.08600
11.0690, 0.08600
11.1480, 0.08600
11.2230, 0.08600
11.3010, 0.08600
11.3700, 0.08500
11.4470, 0.08500
11.5220, 0.08500
11.5980, 0.08500
11.6730, 0.08500
11.7460, 0.08500
11.8160, 0.08500
11.8930, 0.08500
11.9700, 0.08500
12.0470, 0.08500
12.1240, 0.08500
12.1950, 0.08500
12.2690, 0.08600
12.3400, 0.08600
12.4110, 0.08600
12.4940, 0.08600
12.5820, 0.08600
12.6400, 0.08600
12.7120, 0.08600
12.7970, 0.08600
12.8760, 0.08600
12.9560, 0.08600
13.0330, 0.08600
13.1070, 0.08600
13.1780, 0.08600
13.2110, 0.08600
13.3290, 0.08600
13.4070, 0.08500
13.4780, 0.08500
13.5610, 0.08400
13.6350, 0.08200
13.7090, 0.08100
13.7920, 0.07900
13.8660, 0.07900
13.9400, 0.07700
14.0140, 0.07800
14.0860, 0.07500
14.1680, 0.07500
14.2370, 0.07300
14.3130, 0.07300
14.3990, 0.07200
14.4680, 0.07100
14.5420, 0.07200
14.6150, 0.07100
14.6850, 0.07300
14.7560, 0.07400
14.8250, 0.07500
14.9050, 0.07600
14.9740, 0.07800
15.0580, 0.08100
15.1330, 0.08200
15.2060, 0.08300
15.2810, 0.08400
15.3580, 0.08400
15.4340, 0.08500
15.5140, 0.08500
15.5750, 0.08500
15.6490, 0.08500
15.7290, 0.08500
15.8120, 0.08600
15.8930, 0.08600
15.9650, 0.08600
16.0370, 0.08600
16.1170, 0.08600
16.1880, 0.08600
16.2670, 0.08600
16.3450, 0.08600
16.4180, 0.08700
16.4930, 0.08600
16.5670, 0.08700
16.6440, 0.08600
16.7230, 0.08600
---------
         
Run 122
Uncorrected data: vel=98.6 ft/s  Re=0.99 mill  AOA=-6.04  Cl=-0.640  Cdp=0.01880  Cm=0.0125
Corrected data:   vel=99.4 ft/s  Re=1.00 mill  AOA=-6.2  Cl=-0.610  Cdp=0.01830  Cm=0.0088
DRAG COEFFICIENT BY MOMENTUM  =       0.0193
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, -0.776, 0.000, -0.776
0.004, 0.844, 0.004, -1.963
0.009, 0.985, 0.009, -1.666
0.014, 0.981, 0.015, -1.416
0.019, 0.922, 0.023, -1.269
0.025, 0.871, 0.030, -1.190
0.032, 0.793, 0.037, -1.131
0.039, 0.722, 0.056, -1.029
0.045, 0.657, 0.088, -0.992
0.065, 0.512, 0.128, -1.063
0.101, 0.301, 0.171, -1.101
0.144, 0.148, 0.214, -1.148
0.189, 0.013, 0.255, -1.204
0.234, -0.092, 0.294, -1.294
0.278, -0.184, 0.332, -1.267
0.319, -0.241, 0.367, -1.279
0.356, -0.289, 0.398, -1.196
0.389, -0.350, 0.425, -1.066
0.420, -0.406, 0.450, -0.941
0.452, -0.412, 0.474, -0.808
0.488, -0.390, 0.502, -0.615
0.529, -0.312, 0.535, -0.455
0.575, -0.296, 0.574, -0.363
0.630, -0.072, 0.620, -0.331
0.687, -0.054, 0.672, -0.301
0.740, -0.010, 0.728, -0.264
0.797, 0.018, 0.792, -0.195
0.855, 0.023, 0.852, -0.098
0.910, 0.061, 0.907, -0.025
0.967, 0.109, 0.965, 0.081
1.002, 0.145, 1.002, 0.145
         
Wake data, 120 data points
Wake pos (in), Wake Q
9.6060, 0.08800
9.6770, 0.08800
9.7550, 0.08900
9.8370, 0.08900
9.9030, 0.08800
9.9820, 0.08800
10.0490, 0.08800
10.1280, 0.08800
10.2000, 0.08900
10.2740, 0.08800
10.3480, 0.08800
10.4270, 0.08800
10.5020, 0.08800
10.5660, 0.08800
10.6620, 0.08800
10.7310, 0.08800
10.8070, 0.08800
10.8810, 0.08800
10.9560, 0.08800
11.0360, 0.08700
11.1060, 0.08700
11.1760, 0.08700
11.2570, 0.08700
11.3340, 0.08700
11.4090, 0.08600
11.4810, 0.08700
11.5540, 0.08300
11.6290, 0.08600
11.7080, 0.08600
11.7780, 0.08700
11.8490, 0.08700
11.9250, 0.08700
12.0680, 0.08600
12.0820, 0.08700
12.1540, 0.08500
12.2270, 0.08600
12.2970, 0.08600
12.3760, 0.08600
12.4480, 0.08500
12.5270, 0.08600
12.6010, 0.08100
12.6760, 0.08500
12.7500, 0.08600
12.8350, 0.08700
12.9100, 0.08400
12.9920, 0.08700
13.0600, 0.08400
13.1380, 0.08800
13.2090, 0.08600
13.2880, 0.08700
13.3690, 0.08700
13.4430, 0.08500
13.5190, 0.08700
13.5930, 0.08700
13.6710, 0.08600
13.7470, 0.08700
13.8240, 0.08700
13.9010, 0.08500
13.9730, 0.08400
14.0560, 0.08400
14.1400, 0.08400
14.1950, 0.08600
14.2750, 0.08200
14.3540, 0.08200
14.4240, 0.08400
14.5040, 0.08000
14.5750, 0.08100
14.6460, 0.08100
14.7150, 0.07900
14.7890, 0.07800
14.8610, 0.08100
14.9370, 0.07800
15.0120, 0.07900
15.0940, 0.07800
15.1720, 0.07700
15.2430, 0.07700
15.3160, 0.07900
15.3960, 0.07800
15.4710, 0.07800
15.5440, 0.07900
15.6110, 0.07800
15.6910, 0.07900
15.7680, 0.08000
15.8500, 0.08000
15.9240, 0.08000
16.0040, 0.08200
16.0720, 0.08100
16.1540, 0.08100
16.2240, 0.08200
16.3040, 0.08300
16.3750, 0.08300
16.4570, 0.08500
16.5290, 0.08500
16.6030, 0.08600
16.6830, 0.08400
16.7630, 0.08600
16.8300, 0.08600
16.9050, 0.08600
16.9790, 0.08700
17.0610, 0.08600
17.1310, 0.08600
17.2290, 0.08600
17.2840, 0.08600
17.3580, 0.08500
17.4330, 0.08600
17.5130, 0.08600
17.5920, 0.08500
17.6670, 0.08500
17.7430, 0.08600
17.8170, 0.08500
17.8910, 0.08600
17.9690, 0.08600
18.0530, 0.08600
18.1300, 0.08600
18.1960, 0.08600
18.2730, 0.08600
18.3450, 0.08600
18.4240, 0.08600
18.4970, 0.08600
18.5730, 0.08600
---------
         
Run 123
Uncorrected data: vel=97.7 ft/s  Re=0.99 mill  AOA=-8.12  Cl=-0.600  Cdp=0.02730  Cm=0.0001
Corrected data:   vel=98.5 ft/s  Re=1.00 mill  AOA=-8.2  Cl=-0.580  Cdp=0.02660  Cm=-0.0032
Wake survey not taken: Drag Coefficient by Momentum not available.
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, -1.455, 0.000, -1.455
0.004, 0.683, 0.004, -2.502
0.009, 0.937, 0.009, -2.085
0.014, 0.987, 0.015, -1.906
0.019, 0.979, 0.023, -1.434
0.025, 0.932, 0.030, -1.216
0.032, 0.870, 0.037, -1.236
0.039, 0.808, 0.056, -1.187
0.045, 0.748, 0.088, -1.109
0.065, 0.613, 0.128, -1.122
0.101, 0.399, 0.171, -1.118
0.144, 0.228, 0.214, -1.124
0.189, 0.091, 0.255, -1.128
0.234, -0.039, 0.294, -1.137
0.278, -0.133, 0.332, -1.077
0.319, -0.199, 0.367, -0.985
0.356, -0.250, 0.398, -0.829
0.389, -0.318, 0.425, -0.628
0.420, -0.380, 0.450, -0.456
0.452, -0.411, 0.474, -0.332
0.488, -0.404, 0.502, -0.274
0.529, -0.314, 0.535, -0.278
0.575, -0.291, 0.574, -0.276
0.630, -0.130, 0.620, -0.285
0.687, -0.105, 0.672, -0.288
0.740, -0.090, 0.728, -0.291
0.797, -0.077, 0.792, -0.297
0.855, -0.089, 0.852, -0.298
0.910, -0.106, 0.907, -0.310
0.967, -0.134, 0.965, -0.296
1.002, -0.228, 1.002, -0.228
---------
         
Run 124
Uncorrected data: vel=97.4 ft/s  Re=0.98 mill  AOA=-10.03  Cl=-0.660  Cdp=0.04160  Cm=0.0001
Corrected data:   vel=98.6 ft/s  Re=0.99 mill  AOA=-10.2  Cl=-0.630  Cdp=0.04020  Cm=-0.0035
DRAG COEFFICIENT BY MOMENTUM  =       0.0750
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, -2.253, 0.000, -2.253
0.004, 0.463, 0.004, -2.982
0.009, 0.852, 0.009, -2.726
0.014, 0.968, 0.015, -2.640
0.019, 0.981, 0.023, -1.484
0.025, 0.978, 0.030, -1.553
0.032, 0.931, 0.037, -1.480
0.039, 0.883, 0.056, -1.358
0.045, 0.822, 0.088, -1.222
0.065, 0.697, 0.128, -1.208
0.101, 0.487, 0.171, -1.172
0.144, 0.317, 0.214, -1.147
0.189, 0.162, 0.255, -1.145
0.234, 0.040, 0.294, -1.118
0.278, -0.068, 0.332, -1.010
0.319, -0.154, 0.367, -0.891
0.356, -0.209, 0.398, -0.668
0.389, -0.273, 0.425, -0.477
0.420, -0.351, 0.450, -0.356
0.452, -0.389, 0.474, -0.310
0.488, -0.386, 0.502, -0.300
0.529, -0.316, 0.535, -0.308
0.575, -0.258, 0.574, -0.313
0.630, -0.190, 0.620, -0.332
0.687, -0.108, 0.672, -0.332
0.740, -0.102, 0.728, -0.362
0.797, -0.098, 0.792, -0.364
0.855, -0.123, 0.852, -0.365
0.910, -0.141, 0.907, -0.379
0.967, -0.181, 0.965, -0.358
1.002, -0.283, 1.002, -0.283
         
Wake data, 120 data points
Wake pos (in), Wake Q
8.3470, 0.08600
8.3750, 0.08700
8.4690, 0.08800
8.5590, 0.08700
8.6530, 0.08700
8.7460, 0.08700
8.8390, 0.08700
8.9270, 0.08700
9.0260, 0.08700
9.1200, 0.08800
9.2100, 0.08800
9.2950, 0.08800
9.3890, 0.08700
9.4850, 0.08800
9.5730, 0.08700
9.6700, 0.08800
9.7630, 0.08600
9.8610, 0.08800
9.9500, 0.08500
10.0490, 0.08700
10.1330, 0.08700
10.2240, 0.08300
10.3170, 0.08200
10.4110, 0.08500
10.5120, 0.08500
10.6040, 0.07600
10.6980, 0.08200
10.7970, 0.08400
10.8870, 0.08600
10.9860, 0.07800
11.0710, 0.08500
11.1700, 0.08100
11.2600, 0.08000
11.3650, 0.08500
11.4500, 0.08400
11.5490, 0.07200
11.6370, 0.07000
11.7340, 0.07600
11.8240, 0.07400
11.9180, 0.07400
12.0140, 0.07100
12.1090, 0.07000
12.1980, 0.07200
12.2930, 0.06400
12.3840, 0.06400
12.4760, 0.07700
12.5690, 0.07300
12.6560, 0.06900
12.7530, 0.06300
12.8550, 0.06400
12.9510, 0.06300
13.0500, 0.06400
13.1370, 0.06900
13.2360, 0.06800
13.3250, 0.06600
13.4230, 0.06700
13.5390, 0.06800
13.6150, 0.06100
13.7100, 0.06100
13.8130, 0.05900
13.8900, 0.06400
13.9920, 0.06200
14.0820, 0.06700
14.1810, 0.06500
14.2800, 0.06700
14.3660, 0.06300
14.4670, 0.06800
14.5560, 0.06300
14.6490, 0.06600
14.7360, 0.06700
14.8270, 0.06900
14.9200, 0.07600
15.0140, 0.06900
15.1180, 0.06800
15.1980, 0.06700
15.3000, 0.07500
15.3930, 0.07300
15.4880, 0.07300
15.5750, 0.07700
15.6720, 0.07700
15.7790, 0.07600
15.8610, 0.07500
15.9670, 0.08000
16.0560, 0.07800
16.1520, 0.07800
16.2420, 0.08100
16.3440, 0.08100
16.4350, 0.08200
16.5310, 0.07300
16.6270, 0.08100
16.7240, 0.08100
16.8140, 0.08400
16.9030, 0.08200
16.9990, 0.08300
17.0910, 0.08200
17.1860, 0.08300
17.2790, 0.08200
17.3770, 0.08600
17.4730, 0.08600
17.5710, 0.08700
17.6660, 0.08600
17.7590, 0.08600
17.8560, 0.08700
17.9460, 0.08500
18.0430, 0.08500
18.1820, 0.08500
18.2330, 0.08500
18.3330, 0.08500
18.4200, 0.08500
18.5150, 0.08500
18.6030, 0.08600
18.7000, 0.08600
18.7900, 0.08600
18.8940, 0.08600
18.9860, 0.08600
19.0870, 0.08600
19.1780, 0.08600
19.2720, 0.08600
19.3650, 0.08600
19.4630, 0.08700
---------
         
Run 125
Uncorrected data: vel=98.6 ft/s  Re=1.00 mill  AOA=-11.97  Cl=-0.740  Cdp=0.05640  Cm=-0.0003
Corrected data:   vel=99.8 ft/s  Re=1.01 mill  AOA=-12.1  Cl=-0.700  Cdp=0.05470  Cm=-0.0043
Wake survey not taken: Drag Coefficient by Momentum not available.
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, -3.256, 0.000, -3.256
0.004, 0.157, 0.004, -3.783
0.009, 0.717, 0.009, -3.560
0.014, 0.916, 0.015, -2.587
0.019, 0.981, 0.023, -1.983
0.025, 0.993, 0.030, -1.900
0.032, 0.974, 0.037, -1.739
0.039, 0.940, 0.056, -1.557
0.045, 0.892, 0.088, -1.368
0.065, 0.777, 0.128, -1.313
0.101, 0.574, 0.171, -1.252
0.144, 0.397, 0.214, -1.203
0.189, 0.241, 0.255, -1.169
0.234, 0.106, 0.294, -1.105
0.278, -0.006, 0.332, -0.968
0.319, -0.080, 0.367, -0.794
0.356, -0.152, 0.398, -0.597
0.389, -0.233, 0.425, -0.425
0.420, -0.304, 0.450, -0.386
0.452, -0.354, 0.474, -0.356
0.488, -0.358, 0.502, -0.348
0.529, -0.295, 0.535, -0.354
0.575, -0.244, 0.574, -0.366
0.630, -0.185, 0.620, -0.375
0.687, -0.117, 0.672, -0.377
0.740, -0.114, 0.728, -0.384
0.797, -0.103, 0.792, -0.407
0.855, -0.152, 0.852, -0.401
0.910, -0.177, 0.907, -0.418
0.967, -0.226, 0.965, -0.410
1.002, -0.358, 1.002, -0.358
---------
         
Run 126
Uncorrected data: vel=97.0 ft/s  Re=0.98 mill  AOA=-13.99  Cl=-0.830  Cdp=0.08200  Cm=0.0109
Corrected data:   vel=98.3 ft/s  Re=0.99 mill  AOA=-14.1  Cl=-0.790  Cdp=0.07930  Cm=0.0060
Wake survey not taken: Drag Coefficient by Momentum not available.
                
Surface Pressure Data, 31 upper surface points, 31 lower surface points
upper x/c, upper Cp, lower x/c, lower Cp 
0.000, -4.448, 0.000, -4.448
0.004, -0.230, 0.004, -4.507
0.009, 0.521, 0.009, -4.499
0.014, 0.805, 0.015, -2.842
0.019, 0.933, 0.023, -2.380
0.025, 0.996, 0.030, -2.266
0.032, 0.993, 0.037, -2.079
0.039, 0.985, 0.056, -1.822
0.045, 0.940, 0.088, -1.564
0.065, 0.839, 0.128, -1.428
0.101, 0.658, 0.171, -1.318
0.144, 0.490, 0.214, -1.235
0.189, 0.329, 0.255, -1.137
0.234, 0.187, 0.294, -1.017
0.278, 0.055, 0.332, -0.837
0.319, -0.013, 0.367, -0.635
0.356, -0.099, 0.398, -0.488
0.389, -0.171, 0.425, -0.432
0.420, -0.259, 0.450, -0.423
0.452, -0.313, 0.474, -0.426
0.488, -0.311, 0.502, -0.420
0.529, -0.264, 0.535, -0.427
0.575, -0.222, 0.574, -0.445
0.630, -0.162, 0.620, -0.465
0.687, -0.149, 0.672, -0.484
